timestamp,CO2avg,CH4avg,C2H5OHavg,H2avg,NH3avg,NO2avg,CO2min,CH4min,C2H5OHmin,H2min,NH3min,NO2min,CO2max,CH4max,C2H5OHmax,H2max,NH3max,NO2max
211500,"403,8","22806,08","81,12","67,46","359,03",0,"395,42","22658,45","72,18","34,81","353,37",0,"416,38","23027,53","101,97","119,7","368,08",0
213000,"405,9","22842,99","79,63","70,73","359,59",0,"399,61","22732,27","75,16","60,93","357,89",0,"416,38","23027,53","87,08","87,05","362,42",0
214500,"432,1","23304,35","98,25","111,54","366,67",0,"399,61","22732,27","75,16","60,93","357,89",0,"458,3","23765,71","116,86","152,35","373,74",0
216000,"428,95","23248,98","96,01","106,64","365,82",0,"416,38","23027,53","87,08","87,05","362,42",0,"441,53","23470,44","104,95","126,23","369,21",0
217500,"405,9","22842,99","79,63","70,73","359,59",0,"391,23","22584,63","69,2","47,87","355,63",0,"420,57","23101,35","90,05","93,58","363,55",0
219000,"391,23","22584,63","69,2","47,87","355,63",0,"366,07","22141,73","51,33","8,69","348,84",0,"407,99","22879,9","81,12","73,99","360,16",0
220500,"422,67","23138,26","91,54","96,85","364,12",0,"399,61","22732,27","75,16","60,93","357,89",0,"449,92","23618,07","110,9","139,29","371,48",0
222000,"416,38","23027,53","87,08","87,05","362,42",0,"395,42","22658,45","72,18","54,4","356,76",0,"437,34","23396,62","101,97","119,7","368,08",0
223500,"441,53","23470,44","104,95","126,23","367,52",0,"395,42","22658,45","72,18","54,4","356,76",0,"462,49","23839,52","119,84","158,88","374,87",0
225000,"436,29","23378,16","101,22","118,07","367,8",0,"412,19","22953,72","84,1","80,52","361,29",0,"458,3","23765,71","116,86","152,35","373,74",0
226500,"431,05","23285,89","97,5","109,91","366,38",0,"420,57","23101,35","90,05","93,58","363,55",0,"441,53","23470,44","104,95","126,23","369,21",0
228000,"404,85","22824,54","78,88","69,09","359,31",0,"387,03","22510,81","66,23","41,34","354,5",0,"433,15","23322,8","98,99","113,17","366,95",0
229500,"423,71","23156,71","92,29","98,48","364,4",0,"416,38","23027,53","87,08","87,05","362,42",0,"433,15","23322,8","98,99","113,17","366,95",0
231000,"393,32","22676,9","72,93","56,03","357,05",0,"382,84",22437,"63,25","34,81","353,37",0,"403,8","22806,08","78,14","67,46","359,03",0
232500,"402,75","22787,63","77,4","65,83","358,74",0,"374,46","22289,36","57,29","21,75","351,1",0,"424,76","23175,17","93,03","100,11","364,69",0
234000,"413,23","22972,17","84,84","82,15","361,57",0,"387,03","22510,81","66,23","41,34","354,5",0,"454,11","23691,89","113,88","145,82","372,61",0
235500,"407,99","23138,26","91,54","96,85","364,12",0,"399,61","22806,08","78,14","67,46","359,03",0,"424,76","23396,62","101,97","119,7","368,08",0
